1 input_baseline.asc: UAV Cruise and Target Attack ' UAV ' Apr 20 2022 23:45:25
  0  0 48
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          mtargeting      
0.402512        14.7226         35.5598         6896.08         125.7           
23.7441         25.5501         17784.2         2027.29         103.922         
103.808         45.6637         -54.2143        6               133.846         
1711.03         9.33043         90              0               0.854101        
0               15              7.85523         7.91749         7.85523         
6.78325         4.23045         31.1628         -1              0.0590816       
0.123579        54.2143         7000            8309.65         0               
0               0               0               0               0               
0               0               0               
126.6           0.775628        1.20119         -8.6829         4669.41         
0.400354        14.7227         35.56           6906.89         125.007         
23.8675         25.5435         17804.9         2036.42         93.1105         
103.144         45.6371         -53.9027        6               133.847         
1711.52         9.38047         90              0               0.843615        
0               15              7.8834          7.94798         7.8834          
6.62299         4.25674         31.0362         -1              0.0585819       
0.122589        53.9027         7000            8290.84         0               
0               0               0               0               0               
0               0               0               
126.8           0.791552        1.19171         -8.58243        4612.45         
0.398205        14.7228         35.5601         6917.64         124.319         
23.9907         25.5275         17825.5         2045.54         82.3625         
102.491         45.6121         -53.5743        6               133.847         
1712.01         9.43074         90              0               0.833259        
0               15              7.91261         7.97956         7.91261         
6.46174         4.28313         30.8926         -1              0.0580935       
0.121622        53.5743         7000            8272.12         0               
0               0               0               0               0               
0               0               0               
127             0.807197        1.18246         -8.48321        4556.2          
0.396068        14.7229         35.5603         6928.32         123.634         
24.1135         25.502          17845.9         2054.66         71.6819         
101.851         45.5889         -53.2295        6               133.847         
1712.5          9.48124         90              0               0.823035        
0               15              7.94288         8.01223         7.94288         
6.29949         4.30963         30.7325         -1              0.0576164       
0.120678        53.2295         7000            8253.5          0               
0               0               0               0               0               
0               0               0               
127.2           0.822562        1.17344         -8.38525        4500.69         
0.393942        14.723          35.5605         6938.93         122.953         
24.2361         25.467          17866.2         2063.78         61.0718         
101.222         45.5675         -52.8685        6               133.847         
1712.99         9.53195         90              0               0.812945        
0               15              7.97423         8.04601         7.97423         
6.13623         4.33621         30.5562         -1              0.0571509       
0.119758        52.8685         7000            8234.96         0               
0               0               0               0               0               
0               0               0               
127.4           0.837647        1.16465         -8.28856        4445.92         
0.391828        14.7231         35.5607         6949.46         122.276         
24.3584         25.4225         17886.4         2072.89         50.5356         
100.605         45.5483         -52.4917        6               133.848         
1713.47         9.58284         90              0               0.80299         
0               15              8.00666         8.08091         8.00666         
5.97196         4.36287         30.3642         -1              0.0566968       
0.118862        52.4917         7000            8216.52         0               
0               0               0               0               0               
0               0               0               
127.6           0.852451        1.1561          -8.19318        4391.9          
0.389727        14.7232         35.5609         6959.92         121.603         
24.4804         25.3683         17906.5         2082            40.0762         
99.9998         45.5311         -52.0992        6               133.848         
1713.95         9.6339          90              0               0.793173        
0               15              8.0402          8.11695         8.0402          
5.80665         4.3896          30.1567         -1              0.0562542       
0.11799         52.0992         7000            8198.16         0               
0               0               0               0               0               
0               0               0               
127.8           0.866976        1.14778         -8.09911        4338.64         
0.38764         14.7233         35.561          6970.3          120.936         
24.6021         25.3045         17926.4         2091.1          29.6969         
99.4066         45.5163         -51.6914        6               133.848         
1714.43         9.6851          90              0               0.783495        
0               15              8.07485         8.15412         8.07485         
5.64032         4.41638         29.9341         -1              0.0558232       
0.117141        51.6914         7000            8179.88         0               
0               0               0               0               0               
0               0               0               
128             0.881219        1.1397          -8.00638        4286.15         
0.385568        14.7234         35.5612         6980.6          120.273         
24.7236         25.231          17946.2         2100.2          19.4007         
98.8255         45.5039         -51.2685        6               133.848         
1714.9          9.73643         90              0               0.773958        
0               15              8.11064         8.19245         8.11064         
5.47294         4.4432          29.6966         -1              0.0554038       
0.116317        51.2685         7000            8161.69         0               
0               0               0               0               0               
0               0               0               
128.2           0.895183        1.13186         -7.91499        4234.43         
0.383511        14.7235         35.5614         6990.81         119.615         
24.8448         25.1478         17965.9         2109.3          9.19053         
98.2563         45.494          -50.831         6               133.849         
1715.37         9.78786         90              0               0.764564        
0               15              8.14755         8.23194         8.14755         
5.30452         4.47006         29.4444         -1              0.054996        
0.115516        50.831          7000            8143.57         0               
0               0               0               0               0               
0               0               0               
128.4           0.908866        1.12425         -7.82497        4183.51         
0.38147         14.7236         35.5616         7000.93         118.963         
24.9657         25.0547         17985.5         2118.4          -0.93068        
97.6991         45.4867         -50.3789        6               133.849         
1715.84         9.83936         90              0               0.755314        
0               15              8.18562         8.27259         8.18562         
5.13505         4.49693         29.1779         -1              0.0545999       
0.11474         50.3789         7000            8125.54         0               
0               0               0               0               0               
0               0               0               
128.6           0.922269        1.11688         -7.73634        4133.38         
0.379446        14.7237         35.5618         7010.96         118.316         
25.0865         24.9519         18005           2127.5          -10.9601        
97.1539         45.4823         -49.9126        6               133.849         
1716.3          9.89091         90              0               0.746211        
0               15              8.22484         8.31441         8.22484         
4.96452         4.52381         28.8971         -1              0.0542153       
0.113989        49.9126         7000            8107.58         0               
0               0               0               0               0               
0               0               0               
128.8           0.935393        1.10975         -7.6491         4084.06         
0.37744         14.7238         35.5619         7020.89         117.676         
25.207          24.8392         18024.4         2136.59         -20.8948        
96.6207         45.4807         -49.4325        6               133.849         
1716.76         9.94249         90              0               0.737254        
0               15              8.26521         8.3574          8.26521         
4.79293         4.55068         28.6023         -1              0.0538424       
0.113261        49.4325         7000            8089.69         0               
0               0               0               0               0               
0               0               0               
129             0.948239        1.10286         -7.56327        4035.55         
0.375453        14.7239         35.5621         7030.73         117.041         
25.3273         24.7166         18043.7         2145.69         -30.7321        
96.0994         45.4821         -48.9386        6               133.85          
1717.21         9.99406         90              0               0.728446        
0               15              8.30675         8.40155         8.30675         
4.62027         4.57752         28.2936         -1              0.0534811       
0.112558        48.9386         7000            8071.88         0               
0               0               0               0               0               
0               0               0               
129.2           0.960806        1.0962          -7.47887        3987.87         
0.373485        14.724          35.5623         7040.47         116.414         
25.4474         24.5841         18062.8         2154.79         -40.4693        
95.5902         45.4865         -48.4314        6               133.85          
1717.66         10.0456         90              0               0.719789        
0               15              8.34945         8.44688         8.34945         
4.44654         4.60433         27.9712         -1              0.0531314       
0.111879        48.4314         7000            8054.14         0               
0               0               0               0               0               
0               0               0               
129.4           0.973096        1.08979         -7.39591        3941.01         
0.371537        14.7241         35.5624         7050.1          115.792         
25.5673         24.4417         18081.9         2163.89         -50.1038        
95.0929         45.4942         -47.911         6               133.85          
1718.11         10.0971         90              0               0.711282        
0               15              8.39332         8.49336         8.39332         
4.27174         4.63109         27.6352         -1              0.0527934       
0.111225        47.911          7000            8036.46         0               
0               0               0               0               0               
0               0               0               
129.6           0.985109        1.08362         -7.3144         3894.99         
0.36961         14.7242         35.5626         7059.63         115.178         
25.687          24.2893         18100.9         2172.99         -59.6328        
94.6075         45.5052         -47.3778        6               133.851         
1718.55         10.1485         90              0               0.702929        
0               15              8.43835         8.541           8.43835         
4.09587         4.65777         27.2856         -1              0.0524669       
0.110595        47.3778         7000            8018.86         0               
0               0               0               0               0               
0               0               0               
129.8           0.996846        1.07768         -7.23436        3849.82         
0.367705        14.7243         35.5628         7069.05         114.571         
25.8066         24.127          18119.7         2182.09         -69.054         
94.1341         45.5196         -46.832         6               133.851         
1718.98         10.1997         90              0               0.69473         
0               15              8.48453         8.58979         8.48453         
3.91892         4.68438         26.9227         -1              0.052152        
0.10999         46.832          7000            8001.31         0               
0               0               0               0               0               
0               0               0               
130             1.00831         1.07199         -7.1558         3805.49         
0.365823        14.7244         35.563          7078.36         113.971         
25.926          23.9547         18138.5         2191.19         -78.3648        
93.6724         45.5374         -46.2739        6               133.851         
1719.42         10.2509         90              0               0.686686        
0               15              8.53187         8.63972         8.53187         
3.7409          4.71089         26.5465         -1              0.0518486       
0.109409        46.2739         7000            7983.83         0               
0               0               0               0               0               
0               0               0               
130.2           1.0195          1.06653         -7.07872        3762.02         
0.363965        14.7245         35.5631         7087.56         113.379         
26.0452         23.7723         18157.2         2200.3          -87.5627        
93.2226         45.5589         -45.7037        6               133.851         
1719.84         10.3018         90              0               0.678799        
0               15              8.58036         8.69077         8.58036         
3.5618          4.73727         26.1569         -1              0.0515568       
0.108852        45.7037         7000            7966.4          0               
0               0               0               0               0               
0               0               0               
130.4           1.03041         1.06131         -7.00315        3719.42         
0.362131        14.7246         35.5633         7096.65         112.796         
26.1643         23.5801         18175.8         2209.42         -96.6455        
92.7846         45.584          -45.1216        6               133.852         
1720.26         10.3525         90              0               0.671069        
0               15              8.62998         8.74293         8.62998         
3.38163         4.76353         25.7543         -1              0.0512765       
0.10832         45.1216         7000            7949.04         0               
0               0               0               0               0               
0               0               0               
130.6           1.04106         1.05633         -6.92909        3677.69         
0.360322        14.7247         35.5635         7105.61         112.22          
26.2833         23.3778         18194.3         2218.54         -105.611        
92.3583         45.6129         -44.528         6               133.852         
1720.67         10.4029         90              0               0.663498        
0               15              8.68073         8.79619         8.68073         
3.2004          4.78963         25.3384         -1              0.0510077       
0.107812        44.528          7000            7931.73         0               
0               0               0               0               0               
0               0               0               
130.8           1.05143         1.05159         -6.85656        3636.83         
0.35854         14.7248         35.5636         7114.46         111.653         
26.4022         23.1655         18212.8         2227.66         -114.456        
91.9437         45.6456         -43.9231        6               133.852         
1721.08         10.453          90              0               0.656087        
0               15              8.73258         8.85051         8.73258         
3.01809         4.81557         24.9095         -1              0.0507503       
0.107329        43.9231         7000            7914.47         0               
0               0               0               0               0               
0               0               0               
131             1.06153         1.04709         -6.78557        3596.85         
0.356784        14.7249         35.5638         7123.18         111.095         
26.5209         22.9433         18231.1         2236.8          -123.179        
91.5407         45.6822         -43.307         6               133.852         
1721.48         10.5028         90              0               0.648836        
0               15              8.78552         8.90589         8.78552         
2.83472         4.84131         24.4676         -1              0.0505043       
0.106869        43.307          7000            7897.27         0               
0               0               0               0               0               
0               0               0               
131.2           1.07137         1.04282         -6.71612        3557.77         
0.355057        14.725          35.5639         7131.78         110.546         
26.6396         22.7112         18249.4         2245.94         -131.778        
91.1492         45.7229         -42.6802        6               133.853         
1721.88         10.5523         90              0               0.641747        
0               15              8.83953         8.96229         8.83953         
2.6503          4.86685         24.0126         -1              0.0502697       
0.106434        42.6802         7000            7880.11         0               
0               0               0               0               0               
0               0               0               
131.4           1.08094         1.03879         -6.64822        3519.58         
0.353358        14.7251         35.5641         7140.25         110.006         
26.7581         22.4692         18267.6         2255.09         -140.25         
90.7692         45.7676         -42.0427        6               133.853         
1722.27         10.6013         90              0               0.634822        
0               15              8.8946          9.01968         8.8946          
2.46483         4.89217         23.5447         -1              0.0500465       
0.106023        42.0427         7000            7863            0               
0               0               0               0               0               
0               0               0               
131.6           1.09024         1.035           -6.5819         3482.28         
0.351689        14.7252         35.5643         7148.59         109.476         
26.8766         22.2173         18285.7         2264.24         -148.594        
90.4006         45.8165         -41.3949        6               133.853         
1722.65         10.6498         90              0               0.62806         
0               15              8.95068         9.07804         8.95068         
2.27831         4.91724         23.0638         -1              0.0498347       
0.105637        41.3949         7000            7845.94         0               
0               0               0               0               0               
0               0               0               
131.8           1.09928         1.03145         -6.51715        3445.89         
0.350051        14.7253         35.5644         7156.81         108.956         
26.9951         21.9555         18303.7         2273.41         -156.808        
90.0433         45.8696         -40.737         6               133.853         
1723.02         10.6979         90              0               0.621462        
0               15              9.00777         9.13734         9.00777         
2.09076         4.94204         22.57           -1              0.0496341       
0.105274        40.737          7000            7828.92         0               
0               0               0               0               0               
0               0               0               
132             1.10806         1.02812         -6.45398        3410.41         
0.348444        14.7254         35.5646         7164.89         108.446         
27.1135         21.684          18321.7         2282.59         -164.888        
89.6973         45.927          -40.0693        6               133.854         
1723.39         10.7454         90              0               0.61503         
0               15              9.06582         9.19752         9.06582         
1.9022          4.96656         22.0633         -1              0.0494448       
0.104935        40.0693         7000            7811.94         0               
0               0               0               0               0               
0               0               0               
132.2           1.11657         1.02504         -6.39241        3375.85         
0.346869        14.7255         35.5648         7172.83         107.946         
27.2318         21.4028         18339.6         2291.78         -172.835        
89.3624         45.9888         -39.3919        6               133.854         
1723.75         10.7923         90              0               0.608765        
0               15              9.1248          9.25857         9.1248          
1.71262         4.99077         21.5436         -1              0.0492667       
0.104621        39.3919         7000            7795            0               
0               0               0               0               0               
0               0               0               
132.4           1.12483         1.02219         -6.33244        3342.2          
0.345328        14.7256         35.5649         7180.64         107.457         
27.3502         21.1119         18357.4         2300.99         -180.645        
89.0387         46.055          -38.705         6               133.854         
1724.1          10.8386         90              0               0.602667        
0               15              9.18468         9.32042         9.18468         
1.52204         5.01465         21.0111         -1              0.0490999       
0.10433         38.705          7000            7778.1          0               
0               0               0               0               0               
0               0               0               
132.6           1.13282         1.01957         -6.27409        3309.48         
0.343821        14.7257         35.5651         7188.32         106.979         
27.4685         20.8115         18375.2         2310.21         -188.316        
88.7259         46.1258         -38.0091        6               133.855         
1724.45         10.8842         90              0               0.596737        
0               15              9.24542         9.38305         9.24542         
1.33048         5.03819         20.4658         -1              0.0489442       
0.104063        38.0091         7000            7761.23         0               
0               0               0               0               0               
0               0               0               
132.8           1.14056         1.01719         -6.21736        3277.69         
0.342348        14.7258         35.5652         7195.85         106.513         
27.5868         20.5015         18392.9         2319.44         -195.848        
88.424          46.2011         -37.3041        6               133.855         
1724.78         10.929          90              0               0.590976        
0               15              9.30698         9.44639         9.30698         
1.13795         5.06136         19.9076         -1              0.0487997       
0.10382         37.3041         7000            7744.4          0               
0               0               0               0               0               
0               0               0               
133             1.14804         1.01503         -6.16225        3246.83         
0.340912        14.7259         35.5654         7203.24         106.058         
27.7052         20.1822         18410.6         2328.69         -203.237        
88.133          46.281          -36.5905        6               133.855         
1725.11         10.9731         90              0               0.585385        
0               15              9.36931         9.51041         9.36931         
0.944463        5.08414         19.3365         -1              0.0486664       
0.1036          36.5905         7000            7727.59         0               
0               0               0               0               0               
0               0               0               
133.2           1.15526         1.01311         -6.10879        3216.91         
0.339513        14.726          35.5656         7210.48         105.614         
27.8235         19.8535         18428.2         2337.95         -210.483        
87.8526         46.3656         -35.8684        6               133.855         
1725.43         11.0164         90              0               0.579964        
0               15              9.43237         9.57504         9.43237         
0.750047        5.1065          18.7527         -1              0.0485442       
0.103405        35.8684         7000            7710.82         0               
0               0               0               0               0               
0               0               0               
133.4           1.16223         1.01143         -6.05697        3187.93         
0.338151        14.7261         35.5657         7217.58         105.183         
27.942          19.5157         18445.7         2347.23         -217.584        
87.5829         46.4549         -35.138         6               133.856         
1725.74         11.0589         90              0               0.574714        
0               15              9.4961          9.64024         9.4961          
0.554717        5.12843         18.1561         -1              0.0484331       
0.103233        35.138          7000            7694.07         0               
0               0               0               0               0               
0               0               0               
133.6           1.16895         1.00997         -6.0068         3159.9          
0.336827        14.7262         35.5659         7224.54         104.764         
28.0604         19.1688         18463.2         2356.53         -224.538        
87.3237         46.549          -34.3996        6               133.856         
1726.05         11.1003         90              0               0.569636        
0               15              9.56045         9.70593         9.56045         
0.358493        5.14991         17.5468         -1              0.048333        
0.103084        34.3996         7000            7677.35         0               
0               0               0               0               0               
0               0               0               
133.8           1.17542         1.00874         -5.9583         3132.81         
0.335543        14.7263         35.566          7231.34         104.358         
28.179          18.8129         18480.7         2365.85         -231.343        
87.0749         46.648          -33.6534        6               133.856         
1726.34         11.1409         90              0               0.564731        
0               15              9.62538         9.77207         9.62538         
0.161397        5.17091         16.9247         -1              0.0482441       
0.102959        33.6534         7000            7660.65         0               
0               0               0               0               0               
0               0               0               
134             1.18164         1.00775         -5.91146        3106.69         
0.3343          14.7264         35.5662         7238            103.965         
28.2976         18.4483         18498.1         2375.19         -237.999        
86.8365         46.7519         -32.8996        6               133.856         
1726.62         11.1804         90              0               0.559999        
0               15              9.69081         9.83858         9.69081         
-0.0365462      5.1914          16.29           -1              0.0481662       
0.102858        32.8996         7000            7643.97         0               
0               0               0               0               0               
0               0               0               
134.2           1.1876          1.00698         -5.8663         3081.51         
0.333097        14.7265         35.5663         7244.5          103.585         
28.4163         18.075          18515.4         2384.55         -244.503        
86.6082         46.8607         -32.1384        6               133.857         
1726.9          11.2188         90              0               0.555441        
0               15              9.7567          9.90541         9.7567          
-0.235313       5.21138         15.6426         -1              0.0480993       
0.10278         32.1384         7000            7627.31         0               
0               0               0               0               0               
0               0               0               
134.4           1.19332         1.00644         -5.82282        3057.31         
0.331936        14.7266         35.5665         7250.85         103.218         
28.5351         17.6933         18532.7         2393.94         -250.854        
86.39           46.9745         -31.3701        6               133.857         
1727.16         11.2562         90              0               0.551058        
0               15              9.82297         9.97247         9.82297         
-0.434875       5.23081         14.9827         -1              0.0480435       
0.102725        31.3701         7000            7610.66         0               
0               0               0               0               0               
0               0               0               
134.6           1.1988          1.00613         -5.78103        3034.06         
0.330818        14.7267         35.5666         7257.05         102.865         
28.654          17.3032         18550           2403.34         -257.05         
86.1818         47.0933         -30.5949        6               133.857         
1727.42         11.2924         90              0               0.54685         
0               15              9.88956         10.0397         9.88956         
-0.635207       5.24968         14.3103         -1              0.0479988       
0.102694        30.5949         7000            7594.04         0               
0               0               0               0               0               
0               0               0               
134.8           1.20403         1.00605         -5.74094        3011.79         
0.329744        14.7268         35.5668         7263.09         102.525         
28.7731         16.9051         18567.2         2412.78         -263.091        
85.9835         47.2172         -29.813         6               133.857         
1727.67         11.3273         90              0               0.542818        
0               15              9.9564          10.107          9.9564          
-0.836279       5.26796         13.6254         -1              0.0479651       
0.102686        29.813          7000            7577.42         0               
0               0               0               0               0               
0               0               0               
135             1.20901         1.0062          -5.70255        2990.49         
0.328714        14.7269         35.567          7268.97         102.2           
28.8923         16.499          18584.4         2422.23         -268.975        
85.7949         47.3463         -29.0247        6               133.858         
1727.9          11.361          90              0               0.538962        
0               15              10.0234         10.1744         10.0234         
-1.03806        5.28564         12.9281         -1              0.0479424       
0.102701        29.0247         7000            7560.82         0               
0               0               0               0               0               
0               0               0               
135.2           1.21375         1.00657         -5.66587        2970.16         
0.327729        14.727          35.5671         7274.7          101.889         
29.0116         16.0852         18601.5         2431.71         -274.7          
85.616          47.4805         -28.2301        6               133.858         
1728.13         11.3934         90              0               0.535283        
0               15              10.0906         10.2417         10.0906         
-1.24052        5.30269         12.2186         -1              0.0479308       
0.102739        28.2301         7000            7544.22         0               
0               0               0               0               0               
0               0               0               
135.4           1.21824         1.00717         -5.63091        2950.81         
0.326789        14.7271         35.5673         7280.27         101.593         
29.1312         15.6639         18618.6         2441.22         -280.267        
85.4466         47.6199         -27.4295        6               133.858         
1728.34         11.4245         90              0               0.531782        
0               15              10.1578         10.3089         10.1578         
-1.44362        5.31909         11.4968         -1              0.0479303       
0.102801        27.4295         7000            7527.63         0               
0               0               0               0               0               
0               0               0               
135.6           1.2225          1.008           -5.59766        2932.45         
0.325897        14.7272         35.5674         7285.67         101.312         
29.2509         15.2353         18635.7         2450.76         -285.672        
85.2866         47.7646         -26.6231        6               133.859         
1728.54         11.4541         90              0               0.528459        
0               15              10.2249         10.3759         10.2249         
-1.64734        5.33483         10.7629         -1              0.0479409       
0.102885        26.6231         7000            7511.05         0               
0               0               0               0               0               
0               0               0               
135.8           1.22651         1.00905         -5.56615        2915.07         
0.325051        14.7273         35.5676         7290.92         101.045         
29.3708         14.7997         18652.7         2460.33         -290.915        
85.136          47.9145         -25.8111        6               133.859         
1728.74         11.4823         90              0               0.525315        
0               15              10.292          10.4426         10.292          
-1.85163        5.34987         10.0171         -1              0.0479626       
0.102993        25.8111         7000            7494.47         0               
0               0               0               0               0               
0               0               0               
136             1.23029         1.01033         -5.53637        2898.68         
0.324254        14.7275         35.5677         7296            100.794         
29.4909         14.3574         18669.7         2469.93         -295.996        
84.9945         48.0698         -24.9938        6               133.859         
1728.92         11.5091         90              0               0.52235         
0               15              10.3588         10.509          10.3588         
-2.05646        5.36421         9.25933         -1              0.0479955       
0.103124        24.9938         7000            7477.89         0               
0               0               0               0               0               
0               0               0               
136.2           1.23382         1.01184         -5.50833        2883.28         
0.323505        14.7276         35.5679         7300.91         100.558         
29.6113         13.9085         18686.7         2479.56         -300.913        
84.862          48.2304         -24.1714        6               133.859         
1729.09         11.5342         90              0               0.519565        
0               15              10.4254         10.5749         10.4254         
-2.26179        5.37783         8.48987         -1              0.0480395       
0.103278        24.1714         7000            7461.32         0               
0               0               0               0               0               
0               0               0               
136.4           1.23712         1.01358         -5.48204        2868.88         
0.322806        14.7277         35.568          7305.66         100.338         
29.7319         13.4534         18703.7         2489.22         -305.664        
84.7385         48.3965         -23.3441        6               133.86          
1729.25         11.5579         90              0               0.51696         
0               15              10.4917         10.6403         10.4917         
-2.46758        5.39071         7.70881         -1              0.0480947       
0.103455        23.3441         7000            7444.74         0               
0               0               0               0               0               
0               0               0               
136.6           1.24018         1.01554         -5.45749        2855.47         
0.322157        14.7278         35.5682         7310.25         100.134         
29.8527         12.9923         18720.6         2498.92         -310.25         
84.6238         48.568          -22.5122        6               133.86          
1729.4          11.5799         90              0               0.514536        
0               15              10.5575         10.7051         10.5575         
-2.67379        5.40282         6.91631         -1              0.0481612       
0.103655        22.5122         7000            7428.15         0               
0               0               0               0               0               
0               0               0               
136.8           1.243           1.01772         -5.4347         2843.06         
0.321558        14.7279         35.5683         7314.67         99.9458         
29.9738         12.5256         18737.5         2508.65         -314.669        
84.5178         48.7449         -21.6758        6               133.86          
1729.54         11.6003         90              0               0.512293        
0               15              10.6229         10.7693         10.6229         
-2.88039        5.41416         6.11255         -1              0.048239        
0.103878        21.6758         7000            7411.56         0               
0               0               0               0               0               
0               0               0               
137             1.24558         1.02013         -5.41367        2831.65         
0.32101         14.728          35.5685         7318.92         99.7737         
30.0952         12.0535         18754.4         2518.42         -318.92         
84.4204         48.9274         -20.8352        6               133.86          
1729.66         11.6189         90              0               0.510231        
0               15              10.6876         10.8327         10.6876         
-3.08733        5.42472         5.2977          -1              0.0483281       
0.104125        20.8352         7000            7394.96         0               
0               0               0               0               0               
0               0               0               
137.2           1.24793         1.02277         -5.3944         2821.25         
0.320514        14.7281         35.5686         7323            99.6179         
30.2169         11.5764         18771.3         2528.22         -323.003        
84.3314         49.1153         -19.9907        6               133.861         
1729.78         11.6359         90              0               0.508352        
0               15              10.7518         10.8952         10.7518         
-3.29456        5.43446         4.47196         -1              0.0484286       
0.104394        19.9907         7000            7378.36         0               
0               0               0               0               0               
0               0               0               
137.4           1.25004         1.02564         -5.3769         2811.85         
0.320069        14.7282         35.5688         7326.92         99.4786         
30.3389         11.0945         18788.2         2538.06         -326.916        
84.2507         49.3089         -19.1425        6               133.861         
1729.88         11.6512         90              0               0.506655        
0               15              10.8152         10.9569         10.8152         
-3.50205        5.44339         3.63553         -1              0.0485406       
0.104687        19.1425         7000            7361.74         0               
0               0               0               0               0               
0               0               0               
137.6           1.25192         1.02873         -5.36118        2803.47         
0.319677        14.7283         35.5689         7330.66         99.3558         
30.4612         10.6083         18805           2547.94         -330.659        
84.1783         49.508          -18.2908        6               133.861         
1729.97         11.6646         90              0               0.50514         
0               15              10.8778         11.0177         10.8778         
-3.70976        5.45149         2.78863         -1              0.0486641       
0.105003        18.2908         7000            7345.1          0               
0               0               0               0               0               
0               0               0               
137.8           1.25356         1.03205         -5.34723        2796.09         
0.319339        14.7284         35.5691         7334.23         99.2498         
30.5838         10.118          18821.8         2557.87         -334.232        
